,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
2407,Female,11.8,No,Rural,54.0,Tertiary,68.8
2408,Female,2.6,Yes,Urban,62.5,Secondary,61.9
2409,Male,11.1,Yes,Urban,79.4,Secondary,91.2
2410,Female,12.3,No,Urban,68.5,none,72.3
2411,Male,6.7,No,Urban,80.8,Tertiary,56.9
2412,Female,13.0,Yes,Rural,71.3,Secondary,91.3
2413,Male,12.2,Yes,Urban,70.6,Primary,79.0
2414,Female,10.5,No,Rural,50.8,Primary,63.0
2415,Male,3.7,No,Urban,94.6,Secondary,51.4
2416,Female,14.6,Yes,Rural,80.5,Tertiary,100.0
2417,Male,9.4,No,Rural,72.9,Secondary,60.4
2418,Female,3.6,Yes,Urban,72.6,none,62.2
2419,Female,14.6,Yes,Urban,89.7,Tertiary,100.0
2420,Male,10.2,Yes,Urban,71.1,Secondary,78.2
2421,Male,12.7,Yes,Rural,86.9,none,93.0
2422,Female,9.1,No,Urban,91.5,Tertiary,75.4
2423,Female,10.8,Yes,Urban,85.9,Secondary,87.7
2424,Female,15.0,Yes,Urban,79.2,Secondary,100.0
2425,Male,6.6,No,Urban,63.1,Secondary,54.2
2426,Male,11.7,Yes,Rural,90.0,Secondary,90.7
2427,Male,10.2,No,Rural,78.4,Primary,66.4
2428,Male,9.6,No,Rural,68.7,Tertiary,54.7
2429,Male,11.1,No,Rural,54.0,Tertiary,71.9
2430,Male,9.3,Yes,Urban,50.6,Secondary,73.2
2431,Female,14.5,No,Urban,91.9,Primary,83.4
2432,Male,6.0,Yes,Rural,59.0,Tertiary,65.9
2433,Female,4.7,No,Urban,71.9,Tertiary,50.3
2434,Male,9.2,No,Urban,74.7,none,60.9
2435,Male,14.5,No,Rural,85.0,Tertiary,84.5
2436,Male,8.0,Yes,Urban,72.7,Secondary,72.7
2437,Female,9.8,No,Urban,82.1,none,64.0
2438,Male,6.0,Yes,Urban,57.1,Secondary,57.1
2439,Female,5.9,No,Rural,78.1,Secondary,47.4
2440,Female,12.5,No,Urban,63.4,Tertiary,86.2
2441,Male,10.9,Yes,Rural,96.0,Tertiary,89.3
2442,Male,13.6,Yes,Rural,89.3,Primary,100.0
2443,Male,13.1,Yes,Rural,86.0,Tertiary,100.0
2444,Female,4.0,No,Urban,52.7,Primary,42.9
2445,Female,8.2,No,Rural,83.1,Primary,56.0
2446,Male,6.3,Yes,Urban,71.5,Tertiary,68.3
2447,Male,5.8,No,Rural,51.0,Primary,33.5
2448,Male,8.1,No,Rural,85.2,Tertiary,60.8
2449,Female,15.8,No,Urban,82.8,Tertiary,85.7
2450,Female,13.8,No,Rural,58.9,Primary,75.7
2451,Male,10.6,Yes,Rural,96.7,Tertiary,96.8
2452,Male,9.7,No,Urban,60.7,none,56.7
2453,Male,12.0,No,Rural,82.8,Tertiary,71.9
2454,Female,10.0,No,Urban,80.7,none,68.7
2455,Female,6.3,No,Urban,58.4,Tertiary,49.6
2456,Female,2.8,No,Urban,81.1,Secondary,50.0
2457,Male,2.5,No,Urban,92.0,Secondary,45.5
2458,Female,10.6,No,Rural,92.9,Secondary,68.6
2459,Male,9.2,No,Rural,85.0,Secondary,67.6
2460,Female,7.4,Yes,Rural,95.3,Secondary,77.9
2461,Male,15.5,Yes,Rural,74.5,Primary,100.0
2462,Female,9.8,No,Urban,58.4,Secondary,61.4
2463,Female,7.6,Yes,Rural,64.1,Tertiary,70.9
2464,Male,10.4,No,Urban,58.2,Tertiary,72.5
2465,Female,16.0,No,Urban,64.3,Secondary,94.0
2466,Male,14.6,No,Urban,85.1,Tertiary,89.3
2467,Female,10.1,No,Urban,90.3,Tertiary,73.8
2468,Male,11.7,Yes,Rural,71.4,Tertiary,93.0
2469,Male,14.4,No,Urban,67.6,Primary,80.7
2470,Female,7.0,No,Rural,61.2,Primary,54.7
2471,Female,10.6,Yes,Rural,70.6,Secondary,78.8
2472,Female,13.2,No,Rural,91.1,none,90.8
2473,Male,11.3,No,Rural,82.7,Tertiary,74.4
2474,Male,13.3,No,Urban,86.6,Secondary,82.7
2475,Female,8.3,No,Rural,71.5,Secondary,57.3
2476,Male,8.4,Yes,Urban,76.1,Secondary,69.4
2477,Female,12.8,No,Rural,74.8,Tertiary,78.4
2478,Male,12.2,No,Urban,86.5,Tertiary,75.0
2479,Male,15.0,No,Urban,92.9,Primary,92.0
2480,Female,4.0,No,Urban,98.2,Secondary,46.3
2481,Male,6.9,Yes,Urban,59.7,Secondary,68.1
2482,Male,11.8,No,Urban,94.4,none,76.2
2483,Male,4.4,No,Urban,54.2,Secondary,40.1
2484,Female,11.0,No,Rural,96.5,Tertiary,70.1
2485,Male,3.8,No,Rural,74.3,Tertiary,38.7
2486,Male,16.0,No,Rural,81.0,Tertiary,91.0
2487,Female,12.5,No,Urban,61.3,Primary,65.4
2488,Male,6.5,No,Urban,52.0,none,36.9
2489,Female,11.0,No,Urban,64.7,Primary,69.8
2490,Female,8.2,Yes,Urban,77.1,none,71.8
2491,Male,6.1,No,Rural,78.6,Tertiary,50.4
2492,Female,11.5,No,Rural,71.3,Primary,62.5
2493,Female,5.7,Yes,Rural,60.6,Secondary,49.1
2494,Female,3.5,No,Urban,78.9,none,34.8
2495,Female,11.2,No,Rural,56.4,Secondary,63.5
2496,Female,10.9,No,Urban,86.4,Secondary,66.4
2497,Male,9.0,No,Rural,95.4,Primary,66.6
2498,Male,4.6,Yes,Rural,54.5,Tertiary,55.7
2499,Male,7.6,No,Urban,78.6,Secondary,56.1
2500,Female,13.0,No,Rural,66.8,Secondary,81.2
2501,Female,16.0,No,Rural,73.8,Tertiary,92.3
2502,Male,14.0,No,Rural,83.8,Secondary,82.9
2503,Female,8.9,No,Urban,93.1,Secondary,66.2
2504,Female,6.0,No,Rural,98.5,Tertiary,67.6
2505,Female,14.2,No,Urban,51.2,Secondary,75.0
2506,Male,11.2,No,Urban,78.0,Secondary,73.5
2507,Female,5.2,No,Rural,64.0,Primary,47.2
2508,Female,13.2,Yes,Urban,83.4,Tertiary,100.0
2509,Female,9.4,Yes,Rural,79.7,Secondary,76.5
2510,Female,5.5,No,Urban,55.2,none,45.9
2511,Female,10.9,No,Urban,54.6,Secondary,62.7
2512,Female,5.8,Yes,Rural,59.7,none,54.8
2513,Female,16.0,No,Urban,63.9,Tertiary,86.9
2514,Female,16.0,Yes,Urban,52.0,Primary,100.0
2515,Male,16.0,No,Rural,76.2,Secondary,87.9
2516,Female,11.7,Yes,Rural,54.6,Primary,72.0
2517,Female,7.8,No,Urban,88.6,Secondary,66.2
2518,Male,13.1,No,Urban,91.6,Secondary,91.2
2519,Male,4.0,Yes,Urban,86.6,Tertiary,66.7
2520,Male,13.2,No,Urban,78.5,Secondary,77.5
2521,Female,9.4,No,Urban,58.3,Tertiary,61.1
2522,Female,10.8,No,Urban,93.3,Tertiary,81.5
2523,Female,15.1,Yes,Rural,79.5,Secondary,100.0
2524,Male,4.8,No,Urban,86.8,Tertiary,58.4
2525,Male,11.8,No,Urban,69.9,Primary,72.4
2526,Male,5.4,No,Urban,85.1,Primary,52.4
2527,Female,0.0,No,Rural,68.8,Tertiary,24.6
2528,Male,9.5,No,Urban,79.4,Primary,57.7
2529,Female,9.6,No,Urban,68.2,Secondary,62.1
2530,Female,12.2,Yes,Urban,52.3,Secondary,82.2
2531,Male,9.9,No,Urban,89.7,Secondary,62.2
2532,Female,12.9,No,Urban,69.0,Secondary,79.1
2533,Male,16.0,Yes,Urban,73.3,Secondary,100.0
2534,Female,10.8,Yes,Rural,57.4,Secondary,83.7
2535,Male,14.7,Yes,Urban,80.3,Secondary,100.0
2536,Female,10.3,No,Rural,62.0,none,60.9
2537,Male,8.6,Yes,Urban,91.7,Primary,77.4
2538,Female,6.0,No,Rural,98.7,Secondary,55.2
2539,Male,11.7,No,Rural,61.2,Secondary,63.7
2540,Male,10.9,No,Urban,78.0,Primary,72.3
2541,Female,5.2,No,Urban,70.7,none,50.0
2542,Female,10.4,No,Rural,92.2,Primary,80.3
2543,Male,13.5,No,Urban,50.4,Secondary,61.6
2544,Female,4.2,No,Urban,71.6,Secondary,50.1
2545,Male,15.6,No,Rural,84.2,Primary,88.1
2546,Male,5.5,No,Urban,95.0,none,51.4
2547,Male,10.5,No,Urban,90.0,none,66.0
2548,Female,5.9,No,Rural,71.0,Tertiary,38.0
2549,Male,10.2,No,Urban,87.2,Secondary,68.4
2550,Male,4.0,Yes,Urban,61.0,Tertiary,56.7
2551,Female,9.1,No,Urban,80.3,Primary,67.3
2552,Female,9.8,Yes,Urban,82.1,Primary,80.4
2553,Male,13.7,Yes,Rural,82.6,none,85.0
2554,Female,8.1,Yes,Rural,57.3,Secondary,77.4
2555,Female,9.1,No,Urban,60.7,Secondary,57.2
2556,Male,12.6,No,Rural,65.9,Primary,70.7
2557,Female,3.1,No,Rural,79.1,Secondary,41.9
2558,Male,13.1,No,Urban,75.4,Primary,81.6
2559,Male,10.0,No,Urban,56.5,Primary,68.7
2560,Male,13.6,Yes,Urban,76.7,Secondary,100.0
2561,Male,9.3,No,Urban,84.9,Secondary,65.8
2562,Male,10.3,No,Urban,59.3,Secondary,60.4
2563,Male,13.4,No,Urban,78.2,Secondary,75.7
2564,Male,9.8,No,Urban,76.0,Primary,72.1
2565,Male,12.3,Yes,Urban,83.0,none,85.8
2566,Female,8.8,No,Urban,85.3,Secondary,63.6
2567,Male,9.4,No,Rural,72.1,Tertiary,61.1
2568,Female,8.4,No,Rural,79.8,Tertiary,61.6
2569,Male,5.0,No,Urban,53.6,Tertiary,45.0
2570,Female,16.0,Yes,Rural,62.9,Primary,100.0
2571,Male,5.9,Yes,Urban,71.3,Secondary,66.1
2572,Male,3.4,Yes,Urban,93.0,Secondary,64.7
2573,Male,6.5,No,Urban,97.0,Primary,56.2
2574,Female,5.6,No,Rural,97.5,Secondary,57.0
2575,Male,8.1,No,Rural,71.5,Secondary,59.5
2576,Female,3.9,Yes,Rural,77.4,Primary,57.1
2577,Male,10.9,No,Rural,72.1,Tertiary,68.9
2578,Female,16.0,No,Rural,52.9,Tertiary,80.2
2579,Female,10.2,No,Urban,94.2,Secondary,70.4
2580,Male,13.7,No,Urban,82.1,none,75.1
2581,Female,6.1,Yes,Urban,57.5,Secondary,59.2
2582,Male,9.6,Yes,Urban,60.6,Tertiary,72.0
2583,Male,10.8,No,Urban,84.8,Secondary,73.7
2584,Male,16.0,No,Urban,78.5,Tertiary,100.0
2585,Male,16.0,No,Rural,75.9,Secondary,88.2
2586,Male,16.0,No,Rural,88.3,Tertiary,83.4
2587,Male,13.5,No,Rural,57.1,Secondary,64.9
2588,Male,2.9,No,Rural,57.5,Tertiary,30.8
2589,Male,9.3,No,Rural,90.5,Secondary,57.5
2590,Female,7.5,No,Rural,78.6,Secondary,49.9
2591,Female,11.6,No,Urban,85.9,Primary,77.1
2592,Male,16.0,No,Urban,59.4,Primary,77.1
2593,Female,9.9,No,Rural,51.1,Secondary,60.4
2594,Female,12.2,No,Urban,77.5,Secondary,84.5
2595,Female,7.8,No,Rural,88.7,none,58.2
2596,Male,16.0,Yes,Rural,53.6,none,76.8
2597,Female,7.8,No,Rural,93.3,none,52.9
2598,Female,7.9,No,Urban,67.1,Secondary,64.5
2599,Female,12.3,No,Rural,78.7,Secondary,78.9
2600,Male,7.2,No,Urban,67.9,Secondary,56.8
2601,Male,15.3,No,Urban,68.6,Secondary,93.3
2602,Female,13.2,No,Rural,56.2,Secondary,70.2
2603,Male,3.3,No,Urban,63.6,Secondary,41.0
2604,Male,7.9,Yes,Urban,74.4,Tertiary,73.1
2605,Female,12.8,No,Rural,68.7,Tertiary,77.9
2606,Male,13.3,No,Urban,65.7,Secondary,73.8
2607,Male,8.3,No,Urban,90.1,Secondary,67.7
2608,Male,9.2,Yes,Rural,50.4,Secondary,76.7
2609,Female,7.6,No,Urban,76.8,Primary,54.5
2610,Female,6.8,No,Urban,73.8,Primary,41.8
2611,Male,5.8,No,Rural,84.3,Tertiary,54.2
2612,Female,6.7,Yes,Urban,80.1,Secondary,63.3
2613,Female,11.5,Yes,Rural,60.0,Tertiary,94.8
2614,Male,5.4,No,Urban,56.6,Secondary,47.3
2615,Male,9.8,No,Rural,51.7,Tertiary,55.9
2616,Female,15.5,Yes,Urban,60.8,Primary,98.7
2617,Male,12.5,No,Urban,65.2,Tertiary,73.9
2618,Female,14.7,No,Urban,96.2,Tertiary,98.2
2619,Female,9.9,No,Rural,69.2,none,53.5
2620,Female,13.1,No,Rural,77.3,Tertiary,75.5
2621,Male,3.0,No,Urban,65.9,Secondary,45.0
2622,Male,2.6,No,Urban,85.8,Secondary,42.1
2623,Male,8.1,Yes,Urban,95.1,Tertiary,93.8
2624,Female,4.9,No,Urban,75.3,Primary,48.4
2625,Female,6.1,No,Rural,81.2,Secondary,57.0
2626,Female,10.5,No,Urban,53.6,Tertiary,64.6
2627,Female,9.8,Yes,Rural,85.7,Secondary,84.2
2628,Male,4.9,Yes,Rural,54.8,Secondary,52.3
2629,Male,12.0,No,Rural,96.2,Tertiary,83.6
2630,Female,10.8,No,Urban,63.9,Tertiary,79.8
2631,Female,8.3,No,Urban,96.9,Secondary,72.6
2632,Male,7.2,No,Rural,81.0,Tertiary,54.5
2633,Male,16.0,No,Rural,60.7,Primary,82.0
2634,Female,14.2,Yes,Urban,94.7,Secondary,100.0
2635,Female,11.1,Yes,Urban,57.2,Tertiary,86.5
2636,Female,9.0,No,Urban,56.6,Tertiary,58.4
2637,Female,11.5,No,Urban,72.4,Secondary,73.9
2638,Female,12.1,No,Rural,62.5,Primary,67.9
2639,Male,4.3,No,Urban,76.7,Secondary,51.4
2640,Female,6.5,Yes,Urban,72.3,Tertiary,70.7
2641,Female,12.5,No,Urban,96.7,Primary,81.8
2642,Female,9.7,No,Rural,54.7,none,49.7
2643,Female,12.5,Yes,Rural,54.3,none,78.0
2644,Female,7.7,No,Urban,67.5,Secondary,55.6
2645,Male,10.7,No,Urban,87.3,none,66.8
2646,Female,8.6,Yes,Urban,99.1,Tertiary,88.9
2647,Female,6.2,Yes,Rural,59.1,Tertiary,70.8
2648,Male,8.9,No,Rural,56.3,Tertiary,67.1
2649,Male,16.0,No,Urban,51.3,Secondary,89.1
2650,Female,10.1,Yes,Urban,50.3,none,73.4
2651,Male,7.5,Yes,Urban,64.9,Secondary,67.2
2652,Male,11.8,No,Rural,89.3,none,68.0
2653,Female,10.7,Yes,Urban,96.2,none,89.9
2654,Female,1.6,Yes,Urban,99.6,none,57.1
2655,Male,14.1,No,Urban,96.2,Primary,89.6
2656,Female,8.7,Yes,Rural,56.2,Secondary,69.2
2657,Female,15.5,No,Urban,86.4,Secondary,91.8
2658,Male,10.3,Yes,Rural,60.7,Tertiary,83.0
2659,Female,10.5,Yes,Rural,61.7,Tertiary,84.6
2660,Male,10.5,Yes,Rural,86.6,Primary,80.9
2661,Female,9.3,Yes,Urban,97.5,Secondary,87.9
2662,Male,12.3,No,Urban,99.9,Secondary,96.7
2663,Male,13.2,No,Rural,52.1,none,66.6
2664,Male,16.0,No,Rural,60.6,Tertiary,85.3
2665,Female,7.0,No,Urban,50.6,Secondary,49.4
2666,Male,10.1,No,Urban,96.2,Secondary,70.2
2667,Female,2.5,Yes,Rural,71.8,Primary,50.5
2668,Female,4.3,No,Rural,89.1,Tertiary,53.9
2669,Female,4.5,No,Rural,79.5,Secondary,43.8
2670,Female,10.0,No,Rural,64.7,Secondary,64.8
2671,Male,6.2,No,Rural,53.6,Secondary,36.7
2672,Female,11.2,Yes,Urban,57.9,Tertiary,85.8
2673,Male,4.3,No,Urban,85.5,Secondary,50.0
2674,Female,6.2,Yes,Rural,55.9,Tertiary,66.7
2675,Male,7.8,No,Urban,94.9,Secondary,60.3
2676,Female,12.4,Yes,Urban,79.5,Secondary,92.9
2677,Female,14.1,No,Rural,63.4,Tertiary,78.9
2678,Female,11.0,No,Rural,69.4,Secondary,59.0
2679,Female,13.6,Yes,Rural,91.2,Primary,100.0
2680,Female,9.1,No,Urban,83.7,Secondary,67.2
2681,Female,5.0,No,Urban,74.3,Primary,56.4
2682,Female,7.0,No,Rural,86.4,Primary,56.0
2683,Female,11.8,No,Urban,84.7,Secondary,80.1
2684,Male,14.5,Yes,Rural,55.6,Tertiary,89.5
2685,Female,15.3,Yes,Urban,71.8,Secondary,100.0
2686,Female,12.5,Yes,Urban,75.0,Secondary,95.8
2687,Female,12.2,No,Urban,60.9,none,69.9
2688,Male,11.1,Yes,Rural,77.7,Secondary,88.1
2689,Male,7.7,No,Urban,77.4,Secondary,56.2
2690,Male,11.2,Yes,Rural,79.0,Secondary,84.3
2691,Male,11.3,Yes,Urban,69.3,Primary,85.4
2692,Female,8.3,No,Urban,80.2,Secondary,62.3
2693,Female,6.6,Yes,Urban,57.5,none,58.5
2694,Female,2.9,No,Urban,69.2,Secondary,43.2
2695,Male,10.3,No,Urban,62.6,Primary,54.2
2696,Female,12.9,Yes,Rural,97.2,Secondary,98.3
2697,Female,7.5,No,Urban,71.1,Secondary,62.4
2698,Male,10.5,No,Urban,52.9,Tertiary,67.0
2699,Female,10.3,Yes,Rural,57.6,Secondary,75.7
2700,Male,9.0,No,Rural,78.9,Tertiary,68.9
2701,Female,16.0,Yes,Rural,91.5,Tertiary,100.0
2702,Female,13.4,No,Rural,83.4,none,76.1
2703,Male,2.2,Yes,Urban,93.9,Secondary,67.2
2704,Male,13.1,No,Rural,80.8,Primary,72.4
2705,Female,8.0,Yes,Rural,71.8,Primary,67.5
2706,Male,2.9,No,Urban,83.9,Secondary,45.0
2707,Female,8.6,No,Urban,90.7,Tertiary,70.2
2708,Female,13.3,No,Urban,94.3,none,88.6
2709,Male,14.7,Yes,Urban,55.6,Tertiary,95.2
2710,Female,13.1,No,Rural,89.0,Tertiary,88.3
2711,Male,7.9,No,Rural,91.1,Tertiary,70.6
2712,Female,10.1,No,Rural,51.5,none,59.0
2713,Male,12.6,No,Urban,60.9,Secondary,68.1
2714,Male,11.1,No,Urban,87.0,Primary,70.0
2715,Female,4.6,No,Urban,60.2,Secondary,46.0
2716,Male,10.3,Yes,Rural,71.6,Primary,78.8
2717,Male,8.2,No,Urban,66.0,none,46.6
2718,Male,11.6,Yes,Rural,74.9,Secondary,87.5
2719,Female,1.5,No,Urban,99.3,Secondary,36.8
2720,Female,6.8,No,Rural,67.7,Tertiary,47.5
2721,Male,12.5,No,Urban,78.0,Primary,73.7
2722,Male,9.3,No,Urban,89.4,Secondary,77.4
2723,Male,11.3,No,Urban,62.6,Secondary,63.6
2724,Male,15.3,No,Rural,91.9,none,89.4
2725,Male,16.0,Yes,Rural,94.6,Tertiary,100.0
2726,Female,8.6,No,Rural,79.4,Tertiary,68.6
2727,Female,9.3,No,Urban,50.9,Secondary,60.1
2728,Male,12.7,No,Rural,53.8,Tertiary,69.3
2729,Female,11.0,Yes,Rural,80.2,Secondary,84.6
2730,Male,14.1,No,Urban,77.4,none,81.3
2731,Male,2.6,No,Urban,66.7,Secondary,37.3
2732,Male,11.4,No,Rural,63.0,Secondary,64.2
2733,Female,4.1,No,Urban,56.7,Tertiary,48.2
2734,Female,8.9,No,Rural,93.5,Primary,59.9
2735,Female,7.2,Yes,Rural,70.6,Secondary,67.3
2736,Male,7.3,No,Urban,62.5,Secondary,56.0
2737,Male,4.2,No,Rural,66.1,Secondary,42.9
2738,Male,0.0,No,Rural,94.3,none,18.9
2739,Female,13.5,Yes,Rural,75.3,Secondary,86.4
2740,Female,14.6,Yes,Rural,92.5,none,100.0
2741,Female,12.5,Yes,Urban,78.4,Primary,85.8
2742,Female,9.3,Yes,Urban,72.1,Primary,75.6
2743,Male,12.2,Yes,Rural,62.4,Secondary,82.9
2744,Female,5.5,No,Urban,68.5,Secondary,49.3
2745,Male,11.2,No,Rural,74.6,Tertiary,79.8
2746,Male,8.5,No,Urban,83.2,Tertiary,67.4
2747,Female,15.9,No,Urban,80.3,Secondary,96.3
2748,Female,13.4,Yes,Rural,50.4,Secondary,88.0
2749,Female,16.0,No,Urban,55.0,Primary,93.2
2750,Female,8.5,No,Urban,70.2,Tertiary,63.6
2751,Female,11.2,No,Urban,68.6,Secondary,65.3
2752,Male,12.8,No,Urban,79.9,Secondary,84.7
2753,Male,10.7,Yes,Rural,77.3,Secondary,76.7
2754,Female,11.1,No,Rural,88.2,Tertiary,73.2
2755,Female,5.2,No,Urban,99.4,Tertiary,59.4
2756,Male,10.2,No,Rural,53.0,Secondary,55.5
2757,Female,8.5,No,Urban,82.2,Secondary,61.2
2758,Male,1.6,Yes,Rural,81.7,Tertiary,58.4
2759,Male,6.6,No,Rural,91.4,Secondary,52.9
2760,Male,12.9,Yes,Urban,53.7,none,89.0
2761,Male,12.7,No,Urban,84.5,Tertiary,81.2
2762,Female,3.8,No,Rural,99.0,Secondary,50.8
2763,Male,10.4,No,Rural,64.0,Secondary,65.5
2764,Female,4.2,No,Urban,65.7,Tertiary,46.9
2765,Female,12.1,Yes,Urban,91.6,Secondary,91.0
2766,Female,14.5,No,Urban,84.9,Primary,90.4
2767,Female,9.0,Yes,Urban,62.2,Secondary,76.4
2768,Female,14.7,Yes,Urban,76.5,Secondary,100.0
2769,Female,10.1,Yes,Urban,51.6,Tertiary,88.5
2770,Male,10.6,Yes,Urban,71.6,Tertiary,88.9
2771,Male,14.3,Yes,Urban,62.7,Secondary,89.5
2772,Male,9.2,No,Rural,96.0,none,64.6
2773,Female,14.7,No,Urban,51.7,Secondary,88.5
2774,Male,12.9,No,Urban,92.2,Secondary,83.2
2775,Female,9.3,No,Rural,98.1,Tertiary,70.5
2776,Male,12.4,Yes,Rural,78.9,Primary,100.0
2777,Male,7.1,Yes,Urban,57.6,Primary,71.4
2778,Female,15.3,Yes,Rural,61.0,none,98.3
2779,Male,8.1,Yes,Rural,66.9,Secondary,71.1
2780,Female,9.5,Yes,Rural,64.1,Primary,73.4
2781,Female,2.2,Yes,Urban,96.9,Tertiary,70.2
2782,Female,10.3,Yes,Urban,95.1,Secondary,92.6
2783,Male,6.4,Yes,Urban,78.3,Tertiary,74.6
2784,Female,7.3,Yes,Urban,85.7,Primary,83.0
2785,Female,7.7,No,Urban,52.9,Secondary,52.4
2786,Male,13.1,Yes,Urban,79.6,Tertiary,100.0
2787,Male,6.8,No,Urban,51.8,Tertiary,48.3
2788,Male,5.5,No,Rural,56.6,Secondary,39.1
2789,Female,9.9,No,Urban,65.9,Tertiary,71.7
2790,Male,13.0,No,Urban,50.8,Tertiary,73.7
2791,Female,9.9,No,Rural,74.1,Secondary,64.0
2792,Male,3.8,No,Urban,52.7,Tertiary,41.7
2793,Male,0.0,Yes,Urban,64.7,Tertiary,37.3
2794,Female,11.0,No,Rural,91.5,Primary,68.0
2795,Female,16.0,No,Urban,61.2,Tertiary,96.1
2796,Female,10.4,No,Rural,69.7,Primary,65.8
2797,Male,13.4,Yes,Rural,77.8,Primary,90.5
2798,Female,5.7,Yes,Rural,81.0,Primary,71.5
2799,Male,4.7,No,Urban,96.6,Tertiary,52.2
2800,Male,8.4,No,Rural,72.5,Secondary,54.9
2801,Female,10.7,No,Urban,99.6,Secondary,80.4
2802,Female,3.7,No,Urban,58.6,Tertiary,48.0
2803,Female,8.9,No,Rural,73.7,none,58.2
2804,Female,7.7,No,Urban,71.0,Primary,57.1
2805,Male,10.2,Yes,Rural,67.7,Tertiary,88.5
2806,Male,16.0,Yes,Urban,80.4,Secondary,100.0
2807,Female,15.5,No,Urban,70.7,Secondary,94.4
2808,Female,9.4,No,Rural,70.3,Secondary,65.3
2809,Male,12.2,No,Rural,97.0,Tertiary,82.4
2810,Male,11.5,No,Urban,97.3,Tertiary,83.9
2811,Male,7.8,No,Rural,53.0,none,42.0
2812,Female,11.5,Yes,Rural,61.0,Tertiary,84.6
2813,Female,11.5,No,Urban,86.0,Tertiary,78.4
2814,Male,12.6,No,Rural,63.0,Secondary,66.0
2815,Female,12.8,No,Urban,76.4,none,75.6
2816,Male,16.0,Yes,Rural,63.7,Secondary,86.8
2817,Female,6.7,Yes,Rural,69.2,Tertiary,67.0
2818,Male,11.9,No,Rural,68.7,Primary,67.2
2819,Female,13.1,No,Urban,75.4,Primary,86.0
2820,Female,12.4,No,Urban,65.7,Primary,71.6
2821,Male,5.7,Yes,Urban,79.4,none,64.4
2822,Male,9.6,Yes,Urban,83.7,Tertiary,74.7
2823,Male,7.4,No,Rural,79.3,Secondary,57.1
2824,Male,8.3,Yes,Urban,99.0,Tertiary,84.4
2825,Female,11.0,Yes,Rural,60.8,Primary,81.3
2826,Male,9.2,No,Rural,68.0,Secondary,63.6
2827,Female,11.7,No,Urban,67.2,Secondary,80.0
2828,Male,9.4,No,Urban,91.4,Tertiary,67.1
2829,Male,9.6,No,Urban,63.6,Secondary,62.6
2830,Male,6.3,No,Urban,66.7,Primary,43.5
2831,Female,11.1,Yes,Rural,86.0,Secondary,83.1
2832,Female,11.8,No,Urban,59.4,Secondary,79.0
2833,Female,12.9,Yes,Rural,69.4,Secondary,87.7
2834,Male,9.0,No,Rural,93.3,Tertiary,62.6
2835,Male,8.6,No,Urban,79.3,Secondary,64.1
2836,Female,16.0,No,Urban,82.5,Secondary,96.2
2837,Female,10.0,Yes,Urban,61.8,Secondary,74.6
2838,Female,2.9,No,Urban,50.3,Secondary,40.2
2839,Male,9.4,No,Urban,51.1,Tertiary,61.2
2840,Male,0.3,No,Urban,63.4,Secondary,24.6
2841,Female,16.0,No,Rural,97.9,Tertiary,100.0
2842,Male,14.3,No,Urban,71.4,Tertiary,85.9
2843,Female,9.7,No,Rural,65.2,Tertiary,65.0
2844,Female,10.2,Yes,Rural,62.2,Tertiary,74.2
2845,Female,9.5,No,Urban,99.6,Secondary,70.7
2846,Male,13.5,No,Rural,61.1,Primary,70.3
2847,Male,12.5,No,Rural,56.9,Tertiary,65.5
2848,Female,8.9,No,Rural,76.1,Primary,58.7
2849,Female,16.0,No,Rural,66.1,Primary,69.0
2850,Male,10.0,Yes,Urban,82.4,Secondary,82.0
2851,Female,7.6,No,Urban,63.6,Secondary,59.8
2852,Female,13.3,Yes,Rural,87.2,none,97.5
2853,Female,11.0,No,Urban,79.4,Secondary,80.7
2854,Female,4.0,No,Rural,85.3,Secondary,45.0
2855,Male,8.6,No,Rural,88.2,Tertiary,69.3
2856,Female,7.9,No,Urban,58.9,Tertiary,55.0
2857,Female,13.5,No,Urban,68.4,Secondary,76.8
2858,Male,16.0,Yes,Urban,60.0,Tertiary,100.0
2859,Female,14.6,No,Urban,81.9,Secondary,82.2
2860,Male,11.8,No,Rural,96.9,Primary,72.0
2861,Female,9.1,No,Urban,58.1,Tertiary,63.8
2862,Male,6.0,No,Urban,69.2,Primary,52.4
2863,Female,9.8,Yes,Rural,75.8,Secondary,80.8
2864,Male,2.1,Yes,Rural,82.7,Tertiary,53.4
2865,Female,9.6,Yes,Urban,58.3,Secondary,74.7
2866,Female,13.5,No,Urban,77.5,none,80.1
2867,Male,12.7,No,Urban,58.0,none,67.9
2868,Male,16.0,No,Rural,63.1,Tertiary,77.8
2869,Male,7.7,No,Urban,67.4,none,52.5
2870,Female,8.9,No,Urban,82.0,Tertiary,71.6
2871,Female,14.6,No,Rural,64.0,Tertiary,87.8
2872,Male,13.7,No,Urban,87.1,Secondary,84.8
2873,Male,16.0,No,Rural,99.4,Primary,93.8
2874,Female,5.6,Yes,Urban,64.7,Tertiary,66.6
2875,Male,13.6,No,Rural,66.9,Tertiary,77.4
2876,Male,14.8,No,Urban,70.9,Tertiary,87.9
2877,Male,11.4,No,Urban,93.9,Primary,67.5
2878,Male,16.0,No,Urban,63.6,Tertiary,87.3
2879,Male,11.8,No,Rural,71.5,Secondary,66.7
2880,Male,0.1,Yes,Urban,57.2,Secondary,36.1
