RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
0344,1327,1327,2,22,,,Florence,Florence,[Tuscia],Italy,held at Santa Croce,43.016667,11.95,D096,D187,D021,D094,D076,,Legatine,"apostolic legate in Tuscia; participants in synod included bishop-elect of Arezzo, vicar of bp of Florence, bps of Amelia, Anagni, and Citta di Castello; later published in Pistoia",Giovanni Gaetano Orsini,,,,,Latin,,,,"Mansi 25, col 819-828","Guasti & Gherardi, I Capitoli del comune di Firenze II (Florence, 1893), pp50-56; San Luigi, Etruria Sacra, I, pp37-42
",https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,,"GoogleBooks
Data Capture",,"Constitutiones Iohannis Cardinalis Ursinii tit. S. Theodori Etruriae, Romandiolae, Piceni, Umbriae et Insulae Sardiniae legatus; 

These provoked considerable controvery in Florence and elsewhere in Tuscany(see Beattie, Angelus Pacis, ch. 5)
",Reviewed ,
0346,1332,1332,,,,,Ferrara,Ferrara,Ravenna,Italy,"Ravenna claimed metropolitan status over Ferrara, which instead claimed to be directly subject to the Holy See",44.833333,11.616667,D093,,,,,,Diocesan,"nephew of the great canonist, Guido de Baisio; he had previously been bishop of Reggio Emilia (1312-1329) and Rimini (1329-1332) ",Guido de Baisio,,1332,1349,,Latin,,,,"Mansi 25, col 901-934",,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,,"GoogleBooks
Data Capture",,"these are earliest surviving statutes for Ferrara, though we know from prologue that earlier ones were promulgated

MS contains later additions (see Balboni, Sinodi diocesani)",Reviewed ,"Balboni, Sinodi diocesani di Ferrara"
0347,1331,1331,,,,,Benevento,Benevento,Benevento,Italy,,41.133333,14.783333,P012,,,,,,Provincial,"Likely issued by his vicar and suffragan, the bishop of Sant'Agata",Monaldo Monaldeschi OFM,,1302,1331,Yes,Latin,,,,"Synodicon Beneventanensis (1724), 28-47","Mansi 25, col 940-976; Synodicon Beneventanensis (1695), 32-55",https://books.google.com/books?id=5F5hdV9EqMgC,http://gallica.bnf.fr/ark:/12148/bpt6k51035w/f43.item.zoom,Only known MS was missing first 12 chapters and all chapters after c. 73,,,,Yes,"GoogleBooks
Data Capture",,,Reviewed ,
0348,1332,1332,,,,,Mayfield,,Canterbury,England,,51.02,0.26,P020,,,,,,Provincial,,Simon Mepeham,Simon Meopham,1328,1333,,Latin,,,,"Wilkins II, 560-561","Mansi 25, col 976-980",https://books.google.com/books?id=FRtUAAAAcAAJ,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0349,1336,1336,10,17,,15-17 October,Bourges,Bourges,Bourges,France,,47.0844,2.3964,P015,,,,,,Provincial,,Foucauld de Rochechouart,,,,,Latin,,,,"Mansi 25, col 1059-1068","Labbe, Sacrosancta Concilia, 11, 2522-2529",https://gallica.bnf.fr/ark:/12148/bpt6k516090/,https://books.google.com/books?id=SI1EAAAAcAAJ,,"CoSyn transcription includes two passages (part of cap. 11 and lengthy explicit) not found in editions but included in Rodez synodal transcription of the canons (ID 0202, Rodez 1336x1341)",,,,"GoogleBooks
Data Capture",,,Reviewed ,
0350,1336,1336,,,,,Château-Gontier,Tours,Tours,France,,47.8286,-0.7028,P081,,,,,,Provincial,,Pierre Frétaud,,1336,1357,,Latin,,,,"Avril, Tours, 351-52",,,,,,,,,Hard Copy Scan,Yes,"Survives in multiple versions, including a vernacular translation",Reviewed ,
0351,1337,1337,12,3,,,Saint-Ruf,Avignon,"Arles, Embrun, Aix",France,,43.9329,4.812217,P003,P006,P027,,,,Provincial,,,,,,,Latin,,,,"Albanes, Gallia christiana novissima, Arles, cols. 640-655, no. 1538","Giraud, Essai sur l'histoire du droit français au moyen âge, 2, pp88-128; Mansi 25, col 1086-1108",https://books.google.com/books?id=B4JPAAAAYAAJ,https://books.google.com/books?id=qCrLfNPi-fcC,,Abbreviated sections in Albanes filled in from Giraud,,,,"GoogleBooks
WebDownload",Yes,"Joint council for provinces of Arles, Aix-en-Provence, Embrun",Reviewed ,
0353,1339,1339,4,7,,,Padua,Padua,Aquileia,Italy,,45.416667,11.866667,D175,,,,,,Diocesan,,Ildebrando Conti,,1319,1352,,Latin,,,,"Ceccon, Sinodi diocesane, 187-199 [publ. 250-262]","Mansi 25, col 1132-44",,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,large passages are lifted from the 1285 Padua statutes of the brotherhood of parish rectors,Replace with 2023 published version instead,,,,"GoogleBooks
WebDownload",Yes,"closely associated with Aquileia synod of previous year; **BUT UsVor and Quamquam not cited, as they are in the Aquileia 1338 constitutions

also draws on earlier (now-lost) constitutions of Bp Giovanni Savelli (r. 1295-1299)

'(27) Quod quilibet prelatus habeat has constitutiones.
Mandamus et precipimus omnibus abbatibus, prioribus, archipresbiteris, prepositis ac omnibus prelatis ecclesias collegiatas habentibus quatenus predictas constitutiones integraliter sub pena quadraginta soldorum parvorum usque ad quatuor menses in suis ecclesiis scriptas habeant et easdem studeant eorum subditis publicare.'",Reviewed ,
0354,1339,1339,5,19,,,Toledo,Toledo,Toledo,Spain,,39.856667,-4.024444,P078,,,,,,Provincial,,Gil Alvarez de Albornoz ,,1338,1350,,Latin,,,,"Sanchez Herrero, Concilios y sinodos Toledanos, 201-4","Mansi 25, col 1144-1148",,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,"GoogleBooks
Library Scan
Hard Copy Scan",,,Reviewed ,
0355,1342,1342,10,10,,,London,,Canterbury,England,,51.507222,-0.1275,P020,,,,,,Provincial,,John Stratford,,,,,Latin,,,,"Records of Convocation, vol. 3: Canterbury, pp189-199","Mansi 25, col 1158-1168; Wilkins, II, 696-702",,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,"Library Scan
Hard Copy Scan",,Constitutions are reworking of a draft originally presented to provincial council on 19 October 1341,Reviewed ,"see Bolton, ""Council of London of 1342"""
0356,1342,1342,10,25,,,London,London,Canterbury,England,,51.507222,-0.1275,P020,,,,,,Provincial,,Ralph Stratford,,1340,1354,,Latin,,,,"Records of Convocation, vol. 3: Canterbury, pp203-219","Mansi 25, col 1168-1184; Wilkins II, 702-709",,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0357,1347,1347,,,,Mansi gives 1346; Leinweber gives 1347,Paris,Paris,Sens,France,,48.24754,3.287659,P070,,,,,,Provincial,,Guillaume II de Melun,,1345,1376,,Latin,,,,"Mansi 26, col 15-24",,https://books.google.com/books?id=zuJVAAAAcAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0358,1320,1320,4,28,,"date from Records of Convocation, Ireland, p146",Dublin,Dublin,Dublin,Ireland,,53.347778,-6.259722,P026,,,,,,Provincial,,Alexander de Bicknor,,1317,1349,,Latin,,,,"Records of Convocation, XVI: Ireland, pp146-158","Mansi 26, col 109-118",,https://books.google.com/books?id=zuJVAAAAcAAJ,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0359,1320,1317x1325 ,,,Yes,"dating from Bray, ROC; Wilkins dates these to 1320",[Kilkenny],Ossory,Dublin,Ireland,,52.6525,-7.256944,D530,,,,,,Diocesan,,Richard de Ledrede OFM,,1317,1360,,Latin,,,,"Records of Convocation 16, pp. 136-142","Wilkins, Concilia, 501-506",,,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0360,1352,1352,3,21,,,Dublin,Dublin,Dublin,Ireland,,53.347778,-6.259722,P026,,,,,,Provincial,,John of St. Paul,,1349,1362,,Latin,,,,"Records of Convocation XVI: Ireland, 166-171",,,,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0361,1367,1367,,,,Lent,Dublin,Dublin,Dublin,Ireland,,53.347778,-6.259722,P026,,,,,,Provincial,,Thomas Minot,,1363,1375,,Latin,,,,"Records of Convocation 16: Ireland, 171-190",,,,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0364,1350,1350,5,14,,8-14 May,Padua,Padua,Aquileia,Italy,,45.416667,11.866667,P005,,,,,,Legatine,"Provincial council held by Guy de Boulogne, Cardinal Presbyter of Santa Cecilia and Apostolic legate in Lombardy",Guy of Boulogne,Guido di Monfort,,,,Latin,,,,"Mansi 26, col 221-236","Concilia Papiensia, 198-215",https://books.google.com/books?id=zuJVAAAAcAAJ,,transcription from Mansi; corrected against Concilia Papiensia,,,,,"GoogleBooks
Data Capture",,"Patriarch of Aquileia, Archbishop of Zara, and many other prelates were present",Reviewed ,"Jugie, Legation, 57-58"
0365,1351,1351,11,,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,P050,,,,,,Provincial,,Pierre de la Jugie,,1347,1375,,Latin,,,,"Mansi 26, col 237-250","Martene, Thes IV, 328-30 (incomplete)",https://books.google.com/books?id=zuJVAAAAcAAJ,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0366,1257,1257,,,,"part of Synodicum Nicosiense, compiled ca. 1340 with some later additions
Most of the texts in this section date 1249-1257",Nicosia,Nicosia,Nicosia,Cyprus,Raised to Archbishopric in 1197,35.166667,33.366667,D746,,,,,,Diocesan,,Hugh of Fagiano,Ugo da Fagiano,1251,1267,,Latin,,,,"Schabel, Synodicum Nicosiense, 90-115",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0367,1366,1366,3,12,,Mansi incorrectly dates this to 1365 (along with other earlier editions),Angers,Angers,Tours,France,,47.473612,-0.554167,P081,,,,,,Provincial,,Simon de Renoul,,1363,1379,,Latin,,,,"Avril, Tours, 373-396",,,,,,,,,Hard Copy Scan,Yes,Also survives in vernacular translation,Reviewed ,
0369,1368,1368,6,6,,May 18 - June 6,Lavaur,,"Narbonne, Toulouse, Auch",France,,43.699722,1.819722,P008,P050,P080,,,,Provincial,,,,,,,Latin,,,,"Mansi 26, col 473-548","Concilia Galliae Narbonensis, ed Baluze, pp124-298",https://books.google.com/books?id=zuJVAAAAcAAJ,https://books.google.com/books?id=SsLREE1fIegC,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0370,1374,1374,4,15,,,Narbonne,Narbonne,Narbonne,France,,43.1836,3.0042,P050,,,,,,Provincial,,Pierre de La Jugie,,1347,1375,,Latin,,,,"Mansi 26, col 587-608",,https://books.google.com/books?id=zuJVAAAAcAAJ,,,,,,,"GoogleBooks
Data Capture",,17 of the canons taken from Lavaur 1368; others drawn from other earlier gatherings,Reviewed ,
0371,1374,1374,,,,,Benevento,Benevento,Benevento,Italy,,41.133333,14.783333,P012,,,,,,Provincial,"basically a ""Liber provincialis""",Ugone Guidardi,,1365,1378,,Latin,,,,"Synodicon Beneventanensis (1724), 66-244","Synodicon Beneventanensis (1695), 77-292",https://books.google.com/books?id=5F5hdV9EqMgC,http://gallica.bnf.fr/ark:/12148/bpt6k51035w/f43.item.zoom,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0372,1388,1388,,,,,Palermo,Palermo,Palermo,Italy,,38.116667,13.366667,P055,,,,,,Provincial,,Ludovico Bonito,,,,,Latin,,,,"Mansi 26, col 745-754",,https://books.google.com/books?id=zuJVAAAAcAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0373,1219,1219 (ca.),,,Yes,"dating given by Gremaud and upheld by Morenzoni, despite objections by some others (incl. Treyer), who push it to 1233 or later; Postscript section added after 1300",Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Landri de Mont,,1206,1236,,Latin,,,,"Gremaud, Documents, 29, 210-222 [no 282]",,https://books.google.com/books?id=MGmoF8riCdUC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0374,1300,1300 (ca.),,,Yes,"""vers 1300"" (Morenzoni, L'encadrement, 10)",Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Boniface de Challant,,1290,1308,,Latin,,,,"Gremaud, Documents, 31, 1-13 [no 1154]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0375,1303,1303,,,,,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Boniface de Challant,,1290,1308,,Latin,,,,"Gremaud, Documents, III, 72-76 [no 1194]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0376,1305,1305,,,,,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Boniface de Challant,,1289,1308,,Latin,,,,"Gremaud, Documents, 31, 108-9 [no 1228]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0377,1310,1310,,,,,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Aymon II de Chatillon,,1308,1323,,Latin,,,,"Gremaud, Documents, 3, 200-203 [no 1324]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0378,1320,1313x1323,,,Yes,,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Aymon III de Challant-Châtillon,,1308,1323,,Latin,,,,"Gremaud, Documents, 31, 422-429  [no 1481]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0379,1320,1315x1323,,,Yes,probably date after formal promulgation of Clementines,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Aymon III de Challant-Châtillon,,1308,1323,,Latin,,,,"Gremaud, Documents, 31, 430-437  [no 1482]",,https://books.google.com/books?id=0xU3m734GDcC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0380,1346,1346,,,,,Sion,Sion,Tarentaise,Switzerland,aka Sitten,46.227778,7.358611,D462,,,,,,Diocesan,,Guichard Tavelli,,1342,1375,,Latin,,,,"Gremaud, Documents, 32, 593-599  [no 1976]",,https://books.google.com/books?id=CScA2bVa2X4C,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0381,1310,1310,3,17,,,Strasbourg,Strasbourg,Mainz,France,,48.58476,7.750576,D558,,,,,,Diocesan,,Johann I.,Jean Ier de Dirpheim,1306,1328,,Latin,,,,"Sdralek, Strassburger Diocesansynoden, 94-121",,https://books.google.com/books?id=MxoQAAAAYAAJ ,,,,,,,"GoogleBooks
WebDownload",,interesting in its clear distinction of new versus borrowed/received statutes,Reviewed ,
0385,1359,1359,,,,,Tortosa,Tortosa,Tarragona,Spain,,40.812778,0.523333,D645,,,,,,Diocesan,,Joan Fabra OSB,Jean Fabri,1357,1362,,Latin,,,,"Synodicon Hispanum, XII, 645-53","Villanueva, Viage Literario, V, 346-365",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0386,1303,1303,,,,,Rieti,Rieti,[Holy See],Italy,directly subject to Holy See,42.4,12.866667,D199,,,,,,Diocesan,,Giovanni Muti Papazzurri,,1302,1339,,Latin,,"[Paris BnF lat 1556, fol. 1r-16]",,"Martene, Veterum Scriptorum, VIII, col. 1494-1513",,https://gallica.bnf.fr/ark:/12148/bpt6k681968,,,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Data Capture",,"constitutions of 1303 and 1315 mixed up together in the MS, as noted by Brentano, New World in a Small Place, 109",Reviewed ,
0387,1315,1315,4,6,,,Rieti,Rieti,[Holy See],Italy,directly subject to Holy See,42.4,12.866667,D199,,,,,,Diocesan,,Giovanni Muti Papazzurri,,1302,1339,,Latin,,"[Paris BnF lat 1556, fol. 1r-16]",,"Martene, Veterum Scriptorum, VIII, cols. 1513-1529",,https://gallica.bnf.fr/ark:/12148/bpt6k681968,,,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Data Capture",,"constitutions of 1303 and 1315 mixed up together in the MS, as noted by Brentano, New World in a Small Place, 109",Reviewed ,
0388,1266,1266,,,,,Città di Castello,Città di Castello,[Holy See],Italy,,43.460833,12.243889,D076,,,,,,Diocesan,,Niccolò,,1265,1279,,Latin,,,,"Muzi, Memorie, II, 154-157",,https://books.google.com/books?id=CoUCJP1wB4QC,,,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
0389,1278,1278,,,,,Ferrara,Ferrara,Ravenna,Italy,"Ravenna claimed metropolitan status over Ferrara, which instead claimed to be directly subject to the Holy See",44.833333,11.616667,D093,,,,,,Diocesan,,Guglielmo ,,1274,1286,,Latin,,,,"Muratori, Antiquitates, VI, col 433-438",,https://books.google.it/books?id=Mqg-AAAAcAAJ,,,,,,,"GoogleBooks
Data Capture
WebDownload",,"concerns monastic life, mostly.",Reviewed ,
0390,1242,1242,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 266-270",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0391,1277,1277,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Bernat d'Olivella,,1272,1287,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 309-11",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,"-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury",Reviewed ,
0392,1283,1283,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Bernat d'Olivella,,1272,1287,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 312-13",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,"-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury",Reviewed ,
0393,1293,1293,8,1,,,Lleida,,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Rodrigo Tello,Rodrigo Tellez,,,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr II, 321-22",,,,,,,,,Hard Copy Scan,,"Archbishop celebrated provincial councils in 1291, 1293, 1294, and 1305",Reviewed ,
0394,1294,1294,8,11,,,Lleida,,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Rodrigo Tello,,,,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr II, 324-29",,,,,,,,,Hard Copy Scan,,"-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury",Reviewed ,
0395,1312,1312,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Guillem de Rocaberti,,,,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr II, 333-35",,,,,,,,,Hard Copy Scan,,"-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury",Reviewed ,
0396,1318,1318,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Ximeno Martines de Luna,,,,,Latin,,,,"Pons Guri, Constitucions conciliars, II, 336-39",,,,,,,,,Hard Copy Scan,,"-Puchades, Als ulls, 93, notes that none of the general councils of the Tarraconense celebrated between 1274 and 1330 contain constitutions against usury",Reviewed ,
0397,1280,1280,11,8,,,Barbastro,Huesca,Tarragona,Spain,becomes part of Zaragoza province in 1318,42.036111,0.126389,D650,,,,,,Diocesan,,Jaime Sarroca,Jaime de Roca,1273,1290,,Latin,,"Jaca, Archivo Capitular, Libro de la Cadena (=MS 1), fols 51-59",,"Synodicon Hispanum 14, 31-49","Buesa Conde, Sinodos, 88-92 [rubrics only]",,,,CoSyn transcription from SH edition,,,,Digital MS,,,Reviewed ,
0403,1301,1301,12,5,,3-5 December,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Pere del Rei,,1299,1308,,Latin,,,,"Synodicon Hispanum 13, 340-46","Villanueva, Viage, XVI, 317-323",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0404,1308,1308,12,9,,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Ponce de Aquilaniu,,1308,1313,,Latin,,,,"Synodicon Hispanum 13, 346-350","Villanueva, Viage, XVI, 323-326",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0405,1274,1274,11,12,,,Tortosa,Tortosa,Tarragona,Spain,,40.812778,0.523333,D645,,,,,,Diocesan,,Arnal de Jardin,Arnau de Jardí,1273,1306,,Latin,,,,"Synodicon Hispanum, XII, 617-18",,,,"also Villanueva, Viage Literario, V, 283-284",,,,,"Library Scan
Hard Copy Scan",Yes,"Villanueva, V, 283-334, gives synodal constitutions for 1278, 1307, 1308, 1311, 1314, 1319, 1323, 1324, 1328, 1330; none of these mention usury either",Reviewed ,
0407,1353,1347x1354,,,Yes,"likely issued before 1354, or that year",Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Compilation (Diocesan),Issued by vicar Francesc Ruffach,Miquel de Ricoma,,1346,1361,Yes,Latin,,,,"Synodicon Hispanum 13, 240-290","Hillgarth and Silano, Compilation, 96-157",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0408,1296,1296,9,18,,,Valencia,Valencia,Tarragona,Spain,,39.470239,-0.376805,D654,,,,,,Diocesan,,Ramón Despont OP,,1289,1312,,Latin,,,,"Synodicon Hispanum, XII, 730-56","Perez de Heredia, Sinodos, 617-678",,,,,,,,"Library Scan
Hard Copy Scan",Yes,"Borrows heavily from Nimes 1252
",Reviewed ,
0409,1298,1298,10,21,,,Valencia,Valencia,Tarragona,Spain,,39.470239,-0.376805,D654,,,,,,Diocesan,,Ramón Despont OP,,1289,1312,,Latin,,,,"Synodicon Hispanum, XII, 756-65","Perez de Heredia, Sinodos, 678-697",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0410,1339,1339,4,8,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Ferrer de Abella,,1335,1344,,Latin,,,,"Synodicon Hispanum 13, 226-34","Bajet i Royo, Constituciones, 279-83",,,,,,,,"Library Scan
Hard Copy Scan",Yes,Abbreviated version in the Ruffach compilation does not include usury chapter,Reviewed ,
0411,1343,1343,,,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Other,Capitular constitutions,Ferrer de Abella,,1335,1344,,Latin,,,,"Martene, Thesaurus, IV, 623-624",,https://books.google.com/books?id=bjSeGwAACAAJ,,,ask Gavin,,,,GoogleBooks,,,Reviewed ,
